EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
8916,47,7,No,61.94,40,Salary,128835.2,85,Research,Female,Divorced,5.0,18.0,Mail Check,Yes
8919,33,3,No,22.89,40,Salary,47611.2,95,Healthcare,Male,Divorced,6.0,22.0,Mail Check,Yes
8922,42,6,Yes,71.79,40,Salary,149323.2,38,Healthcare,Female,Divorced,5.0,22.0,Direct Deposit,Yes
8924,50,11,Yes,39.59,40,Salary,82347.2,79,Human Resources,Female,Married,8.0,23.0,Mail Check,Yes
8927,44,13,Yes,31.99,40,Salary,66539.2,71,Sales,Female,Divorced,9.0,12.0,Mail Check,Yes
8928,38,10,Yes,30.3,40,Salary,63024.0,51,Laboratory,Female,Married,4.0,12.0,Mail Check,Yes
8931,49,19,No,67.28,40,Salary,139942.4,47,Human Resources,Female,Married,3.0,6.0,Mail Check,Yes
8933,61,20,Yes,73.91,40,Salary,153732.8,37,Information Technology,Female,Divorced,3.0,19.0,Mail Check,Yes
8934,51,11,No,78.49,40,Salary,163259.2,20,Sales,Female,Divorced,7.0,20.0,Mail Check,Yes
8935,22,1,Yes,17.46,40,Salary,36316.8,47,Laboratory,Male,Single,2.0,19.0,Mail Check,Yes
8938,43,16,Yes,53.15,40,Salary,110552.0,30,Research,Female,Married,5.0,22.0,Mail Check,Yes
8941,52,11,Yes,40.77,40,Salary,84801.6,26,Research,Male,Single,1.0,22.0,Mail Check,Yes
8943,42,1,No,47.22,40,Salary,98217.6,66,Healthcare,Male,Divorced,7.0,11.0,Mail Check,Yes
8945,44,15,Yes,39.22,40,Salary,81577.6,20,Manufacturing,Male,Married,2.0,25.0,Mail Check,Yes
8948,27,1,Yes,20.17,40,Salary,43353.6,56,Healthcare,Female,Single,3.0,15.0,Mail Check,Yes
8951,41,10,No,51.88,40,Salary,107910.4,72,Laboratory,Male,Divorced,3.0,13.0,Direct Deposit,Yes
8958,60,12,Yes,49.12,40,Salary,102169.6,28,Research,Female,Married,9.0,25.0,Mail Check,Yes
8961,54,8,Yes,39.52,40,Salary,82201.6,86,Information Technology,Male,Divorced,8.0,25.0,Direct Deposit,Yes
8963,44,8,Yes,58.44,40,Salary,121555.2,97,Research,Male,Divorced,7.0,6.0,Mail Check,Yes
8964,46,5,No,39.99,40,Salary,83179.2,95,Research,Female,Married,9.0,16.0,Mail Check,Yes
8969,35,5,No,23.16,40,Salary,48172.8,8,Human Resources,Female,Divorced,4.0,22.0,Mail Check,Yes
8970,45,15,Yes,33.1,40,Salary,68848.0,3,Human Resources,Female,Married,9.0,16.0,Mail Check,Yes
8974,52,16,No,55.03,40,Salary,114462.4,49,Sales,Female,Divorced,6.0,22.0,Mail Check,Yes
8975,46,11,No,43.69,40,Salary,90875.2,49,Information Technology,Female,Divorced,9.0,24.0,Mail Check,Yes
8980,47,14,Yes,37.73,40,Salary,78478.4,70,Healthcare,Female,Divorced,4.0,13.0,Mail Check,Yes
8981,58,12,No,33.01,40,Salary,68660.8,9,Research,Female,Single,3.0,14.0,Mail Check,Yes
8982,33,3,Yes,29.11,40,Salary,60548.8,63,Laboratory,Female,Single,1.0,13.0,Mail Check,Yes
8984,38,10,No,70.94,40,Salary,147555.2,87,Information Technology,Female,Married,4.0,7.0,Mail Check,Yes
8985,39,2,Yes,29.76,40,Salary,63300.8,57,Marketing,Female,Married,1.0,25.0,Mail Check,Yes
8986,40,9,No,27.32,40,Salary,56825.6,28,Information Technology,Male,Married,8.0,22.0,Mail Check,Yes
8987,59,15,No,68.39,40,Salary,142251.2,24,Research,Female,Divorced,6.0,22.0,Mail Check,Yes
8989,41,1,No,45.22,40,Salary,94057.6,10,Sales,Male,Divorced,8.0,22.0,Mail Check,Yes
8991,43,9,Yes,67.05,40,Salary,139464.0,49,Research,Male,Divorced,1.0,5.0,Mail Check,Yes
8992,38,6,Yes,29.08,40,Salary,56526.4,24,Sales,Female,Single,5.0,24.0,Direct Deposit,Yes
8996,47,16,No,38.3,40,Salary,79664.0,8,Research,Male,Married,9.0,18.0,Mail Check,Yes
9005,61,13,No,40.12,40,Salary,83449.6,32,Information Technology,Female,Married,2.0,18.0,Mail Check,Yes
9007,39,4,Yes,30.22,40,Salary,62857.6,77,Research,Female,Single,8.0,18.0,Mail Check,Yes
9009,49,18,Yes,48.95,40,Salary,102816.0,4,Marketing,Male,Married,2.0,22.0,Mail Check,Yes
9017,32,3,No,22.79,40,Salary,47403.2,78,Information Technology,Male,Single,1.0,19.0,Mail Check,Yes
9019,29,1,No,25.31,40,Salary,52644.8,45,Laboratory,Female,Single,1.0,17.0,Mail Check,Yes
9020,39,10,Yes,75.0,40,Salary,156000.0,65,Manufacturing,Female,Divorced,5.0,22.0,Mail Check,Yes
9026,37,4,Yes,26.82,40,Salary,55785.6,8,Sales,Female,Married,5.0,25.0,Mail Check,Yes
9029,38,10,No,71.72,40,Salary,149177.6,5,Healthcare,Female,Married,6.0,5.0,Mail Check,Yes
9032,40,10,Yes,27.14,40,Salary,56451.2,29,Sales,Male,Divorced,8.0,18.0,Mail Check,Yes
9033,61,12,Yes,33.28,40,Salary,69222.4,41,Healthcare,Female,Single,9.0,14.0,Mail Check,Yes
9039,54,8,Yes,79.99,40,Salary,166379.2,70,Human Resources,Male,Divorced,1.0,21.0,Mail Check,Yes
9040,49,20,Yes,34.47,40,Salary,71697.6,94,Sales,Male,Divorced,3.0,25.0,Mail Check,Yes
9042,50,7,Yes,65.93,40,Salary,137134.4,56,Healthcare,Male,Divorced,8.0,14.0,Mail Check,Yes
9043,37,6,No,27.48,40,Salary,57158.4,7,Human Resources,Female,Married,2.0,14.0,Mail Check,Yes
9045,58,15,No,33.71,40,Salary,70116.8,67,Sales,Female,Single,9.0,7.0,Mail Check,Yes
9048,36,3,No,41.56,40,Salary,86444.8,61,Marketing,Female,Married,3.0,14.0,Direct Deposit,Yes
9049,54,10,No,70.93,40,Salary,147534.4,42,Marketing,Female,Divorced,1.0,15.0,Mail Check,Yes
9051,40,7,No,28.45,40,Salary,59176.0,11,Research,Male,Single,1.0,8.0,Mail Check,Yes
9052,36,5,No,29.84,40,Salary,62067.2,26,Sales,Male,Married,6.0,14.0,Mail Check,Yes
9053,43,5,No,44.32,40,Salary,92285.6,44,Healthcare,Male,Married,1.0,18.0,Mail Check,Yes
9055,30,3,Yes,23.81,40,Salary,49524.8,90,Information Technology,Male,Single,1.0,9.0,Mail Check,Yes
9057,32,8,Yes,28.35,40,Salary,58968.0,4,Sales,Male,Single,2.0,18.0,Mail Check,Yes
9060,39,5,No,31.14,40,Salary,64771.2,20,Research,Female,Married,4.0,13.0,Mail Check,Yes
9063,46,6,Yes,81.13,40,Salary,168750.4,71,Marketing,Female,Married,1.0,20.0,Mail Check,Yes
9066,60,15,No,32.28,40,Salary,66934.4,98,Information Technology,Female,Divorced,2.0,7.0,Mail Check,Yes
9069,34,7,No,28.5,40,Salary,59280.0,0,Marketing,Female,Divorced,2.0,20.0,Mail Check,Yes
9070,32,8,Yes,23.54,40,Salary,48963.2,37,Information Technology,Male,Single,1.0,12.0,Mail Check,Yes
9072,61,15,Yes,59.79,40,Salary,124363.2,99,Manufacturing,Female,Married,6.0,7.0,Mail Check,Yes
9077,61,18,Yes,67.39,40,Salary,140171.2,2,Research,Male,Divorced,9.0,13.0,Mail Check,Yes
9078,42,9,No,97.86,40,Salary,203548.8,90,Manufacturing,Female,Single,5.0,18.0,Mail Check,No
9079,47,6,No,58.33,40,Salary,121326.4,68,Human Resources,Female,Married,5.0,25.0,Mail Check,Yes
9082,27,5,Yes,21.53,40,Salary,44782.4,51,Human Resources,Male,Single,2.0,18.0,Mail Check,Yes
9083,40,4,No,82.05,40,Salary,170664.0,84,Marketing,Male,Divorced,1.0,12.0,Mail Check,Yes
9084,44,8,No,44.59,40,Salary,92747.2,44,Marketing,Female,Divorced,1.0,18.0,Mail Check,Yes
9085,42,9,No,54.5,40,Salary,113360.0,32,Research,Female,Married,8.0,18.0,Mail Check,Yes
9086,29,2,Yes,23.34,40,Salary,48547.2,59,Sales,Male,Single,3.0,10.0,Mail Check,Yes
9091,48,18,Yes,97.74,40,Salary,203299.2,62,Sales,Female,Single,6.0,22.0,Mail Check,No
9095,46,16,No,81.0,40,Salary,168480.0,0,Sales,Female,Married,6.0,20.0,Mail Check,Yes
9096,36,7,No,37.68,40,Salary,78374.4,82,Sales,Male,Divorced,5.0,9.0,Mail Check,Yes
9097,53,18,No,48.96,40,Salary,102836.8,46,Research,Female,Married,6.0,21.0,Direct Deposit,Yes
9098,54,14,Yes,46.78,40,Salary,97302.4,87,Research,Male,Married,6.0,14.0,Mail Check,Yes
9100,59,16,Yes,35.25,40,Salary,73320.0,38,Laboratory,Male,Married,3.0,14.0,Mail Check,Yes
9101,38,7,Yes,27.89,40,Salary,58011.2,25,Information Technology,Female,Single,6.0,25.0,Mail Check,Yes
9103,61,14,No,33.66,40,Salary,40892.8,39,Laboratory,Male,Single,8.0,6.0,Mail Check,Yes
9105,56,12,Yes,78.17,40,Salary,162593.6,70,Healthcare,Female,Divorced,9.0,7.0,Mail Check,Yes
9107,42,8,Yes,44.46,40,Salary,92476.8,61,Laboratory,Male,Married,7.0,11.0,Direct Deposit,Yes
9108,46,15,Yes,80.89,40,Salary,168251.2,95,Laboratory,Female,Married,9.0,25.0,Direct Deposit,Yes
9112,37,10,Yes,43.75,40,Salary,91000.0,59,Information Technology,Male,Divorced,6.0,5.0,Direct Deposit,Yes
9113,55,12,No,96.58,40,Salary,200886.4,47,Research,Female,Divorced,3.0,8.0,Mail Check,Yes
9120,35,8,No,28.51,40,Salary,38500.8,29,Research,Male,Divorced,6.0,19.0,Mail Check,Yes
9123,56,8,No,62.25,40,Salary,129480.0,76,Manufacturing,Male,Divorced,1.0,23.0,Mail Check,Yes
9125,29,1,No,25.02,40,Salary,52041.6,30,Marketing,Female,Single,3.0,5.0,Mail Check,Yes
9130,61,15,Yes,32.11,40,Salary,66788.8,6,Marketing,Female,Married,4.0,8.0,Mail Check,Yes
9132,33,4,No,24.33,40,Salary,50606.4,53,Research,Female,Single,6.0,22.0,Mail Check,Yes
9134,31,10,Yes,26.56,40,Salary,55244.8,99,Sales,Male,Divorced,1.0,19.0,Direct Deposit,Yes
9137,48,18,Yes,81.49,40,Salary,169499.2,48,Manufacturing,Female,Married,3.0,9.0,Mail Check,Yes
9140,50,7,No,97.7,40,Salary,203216.0,69,Healthcare,Female,Divorced,5.0,7.0,Mail Check,Yes
9146,39,7,Yes,66.27,40,Salary,137841.6,79,Research,Female,Divorced,1.0,8.0,Mail Check,Yes
9147,45,8,Yes,78.91,40,Salary,164132.8,17,Manufacturing,Female,Divorced,6.0,24.0,Direct Deposit,Yes
9148,49,20,No,76.59,40,Salary,159307.2,56,Healthcare,Female,Divorced,8.0,25.0,Direct Deposit,Yes
9152,50,7,Yes,79.46,40,Salary,165276.8,44,Marketing,Female,Married,5.0,14.0,Mail Check,Yes
9154,57,6,No,67.59,40,Salary,140587.2,40,Research,Female,Divorced,7.0,7.0,Mail Check,Yes
9158,56,18,No,33.47,40,Salary,69617.6,14,Manufacturing,Male,Divorced,3.0,19.0,Mail Check,Yes
9159,52,12,Yes,56.39,40,Salary,117291.2,77,Manufacturing,Female,Divorced,4.0,20.0,Mail Check,Yes
9162,34,10,No,26.45,40,Salary,55016.0,47,Marketing,Male,Divorced,2.0,15.0,Mail Check,Yes
9164,49,14,No,44.87,40,Salary,93329.6,87,Research,Male,Married,3.0,6.0,Mail Check,Yes
9167,60,12,No,46.01,40,Salary,95700.8,79,Sales,Male,Married,4.0,15.0,Mail Check,Yes
9169,42,6,Yes,72.05,40,Salary,149864.0,2,Information Technology,Male,Married,9.0,11.0,Mail Check,Yes
9170,48,12,No,40.24,40,Salary,83699.2,52,Research,Female,Single,5.0,25.0,Mail Check,Yes
9171,28,1,Yes,23.29,40,Salary,48443.2,74,Human Resources,Male,Single,2.0,17.0,Mail Check,Yes
9172,35,3,Yes,24.63,40,Salary,51230.4,35,Research,Male,Married,4.0,16.0,Direct Deposit,Yes
9173,53,14,No,71.64,40,Salary,149011.2,32,Marketing,Male,Married,3.0,20.0,Mail Check,Yes
9176,58,20,No,76.75,40,Salary,159640.0,32,Research,Male,Divorced,5.0,18.0,Direct Deposit,Yes
9179,52,18,Yes,83.55,40,Salary,173784.0,98,Sales,Female,Divorced,9.0,14.0,Direct Deposit,Yes
9182,45,20,No,78.97,40,Salary,164257.6,3,Research,Female,Married,7.0,20.0,Mail Check,Yes
9186,35,2,No,23.65,40,Salary,49332.0,14,Healthcare,Male,Single,4.0,6.0,Mail Check,Yes
9194,33,3,No,29.78,40,Salary,63342.4,51,Information Technology,Male,Divorced,1.0,10.0,Mail Check,Yes
9196,41,9,Yes,41.79,40,Salary,86923.2,34,Marketing,Male,Single,3.0,13.0,Direct Deposit,Yes
9198,60,20,Yes,42.41,40,Salary,88212.8,87,Human Resources,Female,Divorced,2.0,24.0,Mail Check,Yes
9203,40,8,Yes,35.43,40,Salary,73694.4,67,Sales,Female,Single,7.0,24.0,Direct Deposit,Yes
9204,56,8,No,32.33,40,Salary,66955.2,90,Healthcare,Female,Married,1.0,21.0,Mail Check,Yes
9206,49,20,Yes,57.46,40,Salary,133516.8,72,Human Resources,Male,Married,7.0,23.0,Mail Check,Yes
9208,33,3,No,23.39,40,Salary,48651.2,78,Healthcare,Male,Single,1.0,12.0,Mail Check,Yes
9210,51,8,No,33.23,40,Salary,69128.4,81,Research,Female,Married,3.0,5.0,Mail Check,Yes
9211,49,6,Yes,84.26,40,Salary,175260.8,67,Marketing,Female,Divorced,2.0,8.0,Mail Check,Yes
9212,51,11,No,35.88,40,Salary,74630.4,58,Sales,Female,Married,6.0,5.0,Direct Deposit,Yes
9214,46,12,Yes,59.4,40,Salary,123552.0,83,Information Technology,Female,Married,1.0,15.0,Mail Check,Yes
9216,49,6,No,79.45,40,Salary,165256.0,6,Sales,Prefer Not to Answer,Divorced,5.0,25.0,Mail Check,Yes
9217,22,1,No,20.28,40,Salary,42282.4,4,Healthcare,Male,Single,3.0,5.0,Mail Check,Yes
9218,59,19,No,61.97,40,Salary,128897.6,79,Research,Female,Divorced,5.0,19.0,Mail Check,Yes
9223,48,6,No,43.48,40,Salary,90438.4,64,Marketing,Male,Single,9.0,18.0,Mail Check,Yes
9226,31,9,No,29.53,40,Salary,61422.4,54,Research,Female,Single,1.0,20.0,Mail Check,Yes
9228,33,6,Yes,31.09,40,Salary,64667.2,3,Manufacturing,Female,Single,1.0,9.0,Mail Check,Yes
9230,48,11,No,51.02,40,Salary,106121.6,35,Healthcare,Female,Divorced,5.0,23.0,Mail Check,Yes
9234,52,20,Yes,45.66,40,Salary,94972.8,25,Manufacturing,Female,Married,3.0,9.0,Mail Check,Yes
9235,45,17,Yes,32.73,40,Salary,68078.4,61,Sales,Female,Divorced,9.0,24.0,Direct Deposit,Yes
9237,30,8,Yes,28.81,40,Salary,59924.8,35,Sales,Male,Divorced,3.0,20.0,Mail Check,Yes
9239,39,9,Yes,33.14,40,Salary,68931.2,33,Laboratory,Female,Married,1.0,23.0,Mail Check,Yes
9243,52,19,No,81.16,40,Salary,168812.8,2,Manufacturing,Female,Divorced,8.0,8.0,Mail Check,Yes
9244,33,7,Yes,24.63,40,Salary,51230.4,99,Manufacturing,Male,Married,6.0,8.0,Mail Check,Yes
9245,38,7,Yes,48.03,40,Salary,99902.4,80,Manufacturing,Female,Married,5.0,17.0,Mail Check,Yes
9246,42,10,No,69.0,40,Salary,143520.0,79,Laboratory,Female,Divorced,5.0,8.0,Mail Check,Yes
9247,39,8,Yes,41.17,40,Salary,85633.6,71,Healthcare,Female,Married,5.0,15.0,Mail Check,Yes
9248,36,10,Yes,63.97,40,Salary,133057.6,36,Healthcare,Female,Divorced,4.0,15.0,Mail Check,Yes
9250,53,13,Yes,34.28,40,Salary,71302.4,30,Research,Male,Married,3.0,5.0,Direct Deposit,Yes
9252,39,5,No,32.76,40,Salary,68140.8,5,Sales,Female,Divorced,6.0,17.0,Mail Check,Yes
9255,54,10,No,43.64,40,Salary,90771.2,58,Human Resources,Male,Divorced,1.0,23.0,Mail Check,Yes
9256,42,1,No,63.49,40,Salary,132059.2,85,Marketing,Female,Divorced,8.0,9.0,Mail Check,Yes
9258,38,2,Yes,77.14,40,Salary,160451.2,2,Information Technology,Male,Divorced,2.0,22.0,Mail Check,Yes
9260,51,17,No,64.33,40,Salary,133806.4,77,Research,Male,Married,1.0,8.0,Mail Check,Yes
9261,51,10,No,65.6,40,Salary,136448.0,9,Laboratory,Male,Married,7.0,12.0,Mail Check,Yes
9262,49,17,Yes,34.42,40,Salary,71593.6,7,Research,Female,Divorced,5.0,9.0,Mail Check,Yes
9264,57,20,No,60.26,40,Salary,125340.8,66,Research,Female,Divorced,5.0,20.0,Mail Check,Yes
9265,29,8,Yes,24.04,40,Salary,50003.2,0,Healthcare,Male,Single,3.0,7.0,Mail Check,Yes
9267,31,5,Yes,24.77,40,Salary,51521.6,62,Manufacturing,Female,Single,1.0,7.0,Mail Check,Yes
9270,49,14,Yes,33.91,40,Salary,70532.8,69,Sales,Female,Single,5.0,9.0,Mail Check,Yes
9272,26,3,Yes,20.33,40,Salary,42286.4,66,Information Technology,Female,Single,3.0,5.0,Mail Check,Yes
9276,32,2,No,27.75,40,Salary,57720.0,29,Laboratory,Male,Divorced,6.0,22.0,Direct Deposit,Yes
9278,22,1,Yes,20.91,40,Salary,43492.8,8,Marketing,Female,Single,3.0,25.0,Direct Deposit,Yes
9279,36,7,No,26.44,40,Salary,54995.2,63,Sales,Male,Married,2.0,24.0,Mail Check,Yes
9283,56,20,Yes,42.7,40,Salary,88816.0,33,Research,Male,Married,1.0,23.0,Mail Check,Yes
9289,57,8,Yes,71.58,40,Salary,148886.4,79,Manufacturing,Female,Married,5.0,12.0,Mail Check,Yes
9291,52,20,No,60.22,40,Salary,125257.6,91,Research,Male,Married,4.0,10.0,Mail Check,Yes
9292,52,19,Yes,64.57,40,Salary,134305.6,54,Information Technology,Male,Married,5.0,12.0,Mail Check,Yes
9293,50,19,Yes,76.33,40,Salary,158766.4,45,Laboratory,Female,Married,4.0,16.0,Mail Check,Yes
9296,60,11,Yes,80.51,40,Salary,167460.8,87,Laboratory,Male,Divorced,1.0,14.0,Mail Check,Yes
9298,61,13,No,51.2,40,Salary,106496.0,32,Sales,Female,Divorced,1.0,5.0,Mail Check,Yes
9299,47,19,No,53.93,40,Salary,112174.4,20,Human Resources,Male,Divorced,8.0,9.0,Direct Deposit,Yes
9303,48,17,Yes,41.52,40,Salary,86361.6,31,Healthcare,Female,Single,9.0,16.0,Mail Check,Yes
9315,39,4,Yes,32.61,40,Salary,67828.8,73,Information Technology,Female,Married,8.0,24.0,Mail Check,Yes
9316,37,2,Yes,97.57,40,Salary,202945.6,72,Information Technology,Female,Single,6.0,8.0,Mail Check,No
9319,38,9,Yes,30.09,40,Salary,62587.2,85,Human Resources,Male,Married,3.0,16.0,Mail Check,Yes
9322,36,7,Yes,56.9,40,Salary,128352.0,49,Laboratory,Female,Married,2.0,16.0,Mail Check,Yes
9323,57,8,No,79.73,40,Salary,165838.4,34,Sales,Female,Divorced,4.0,11.0,Mail Check,Yes
9324,42,3,No,67.46,40,Salary,140316.8,15,Manufacturing,Female,Divorced,2.0,25.0,Direct Deposit,Yes
9327,57,10,No,33.89,40,Salary,41371.2,22,Laboratory,Male,Single,7.0,13.0,Mail Check,Yes
9328,32,4,Yes,24.28,40,Salary,50294.4,5,Research,Male,Single,1.0,11.0,Mail Check,Yes
9329,55,16,No,52.42,40,Salary,109033.6,7,Marketing,Male,Divorced,7.0,9.0,Direct Deposit,Yes
9333,21,1,Yes,17.65,40,Salary,36712.0,59,Research,Male,Single,3.0,11.0,Mail Check,Yes
9334,21,1,Yes,21.66,40,Salary,45052.8,33,Human Resources,Female,Married,3.0,18.0,Direct Deposit,Yes
9335,55,14,Yes,31.99,40,Salary,66539.2,74,Research,Male,Married,9.0,7.0,Mail Check,Yes
9336,36,10,No,78.33,40,Salary,162926.4,14,Sales,Male,Married,5.0,14.0,Mail Check,Yes
9339,52,14,No,33.84,40,Salary,70387.2,88,Healthcare,Female,Single,7.0,10.0,Mail Check,Yes
9340,48,6,Yes,47.96,40,Salary,99756.8,89,Sales,Female,Divorced,3.0,22.0,Mail Check,Yes
9341,30,3,No,24.63,40,Salary,51230.4,33,Sales,Female,Single,2.0,10.0,Mail Check,Yes
9342,38,9,No,29.82,40,Salary,62025.6,88,Information Technology,Female,Single,4.0,21.0,Mail Check,Yes
9348,53,10,Yes,75.4,40,Salary,156832.0,47,Human Resources,Female,Married,4.0,15.0,Mail Check,Yes
9354,36,6,No,27.07,40,Salary,56305.6,47,Manufacturing,Male,Divorced,2.0,21.0,Mail Check,Yes
9355,34,3,No,28.34,40,Salary,58947.2,49,Healthcare,Male,Married,5.0,10.0,Direct Deposit,Yes
9359,53,12,Yes,64.03,40,Salary,133282.4,49,Manufacturing,Female,Divorced,3.0,24.0,Mail Check,Yes
9361,38,4,No,98.01,40,Salary,203860.8,38,Marketing,Female,Single,6.0,21.0,Mail Check,No
9364,47,7,Yes,40.3,40,Salary,83824.0,42,Manufacturing,Male,Married,2.0,19.0,Mail Check,Yes
9365,37,7,No,83.08,40,Salary,172806.4,12,Research,Female,Married,5.0,21.0,Direct Deposit,Yes
9366,46,15,Yes,33.06,40,Salary,68764.8,66,Research,Male,Single,6.0,19.0,Mail Check,Yes
9368,36,3,No,29.78,40,Salary,63342.4,11,Sales,Male,Married,6.0,14.0,Mail Check,Yes
9370,49,19,No,34.82,40,Salary,72425.6,43,Human Resources,Female,Single,3.0,13.0,Direct Deposit,Yes
9371,57,10,Yes,55.86,40,Salary,116288.8,5,Information Technology,Male,Divorced,7.0,7.0,Direct Deposit,Yes
9372,48,11,Yes,31.32,40,Salary,65145.6,85,Laboratory,Female,Single,5.0,11.0,Direct Deposit,Yes
9373,45,15,No,81.32,40,Salary,169145.6,15,Sales,Female,Divorced,1.0,21.0,Mail Check,Yes
9374,24,1,No,21.22,40,Salary,44137.6,79,Human Resources,Female,Single,1.0,20.0,Mail Check,Yes
9379,57,9,Yes,66.28,40,Salary,137654.4,42,Laboratory,Female,Divorced,8.0,25.0,Mail Check,Yes
9381,44,20,Yes,33.52,40,Salary,69721.6,40,Marketing,Male,Married,4.0,17.0,Mail Check,Yes
9387,39,4,Yes,68.81,40,Salary,143124.8,6,Marketing,Female,Married,5.0,16.0,Mail Check,Yes
9388,55,12,Yes,31.28,40,Salary,65062.4,9,Research,Male,Divorced,1.0,16.0,Mail Check,Yes
9389,28,5,No,24.45,40,Salary,50856.0,78,Research,Male,Single,1.0,10.0,Mail Check,Yes
9393,43,12,Yes,60.72,40,Salary,126297.6,57,Marketing,Female,Married,8.0,17.0,Mail Check,Yes
9394,39,4,No,78.43,40,Salary,163134.4,40,Sales,Male,Divorced,8.0,8.0,Mail Check,Yes
9399,56,13,No,33.73,40,Salary,70158.4,71,Sales,Female,Divorced,9.0,16.0,Mail Check,Yes
9401,37,2,No,41.29,40,Salary,85883.2,86,Human Resources,Female,Divorced,3.0,14.0,Mail Check,Yes
9402,21,1,No,17.53,40,Salary,36462.4,93,Sales,Female,Single,3.0,7.0,Mail Check,Yes
9405,34,6,Yes,23.72,40,Salary,49337.6,49,Manufacturing,Male,Single,6.0,25.0,Direct Deposit,Yes
9408,40,10,Yes,26.97,40,Salary,56097.6,85,Research,Male,Divorced,7.0,14.0,Mail Check,Yes
9411,37,8,No,33.09,40,Salary,39707.2,10,Research,Male,Single,4.0,16.0,Mail Check,Yes
9414,61,14,Yes,79.42,40,Salary,165333.6,79,Sales,Female,Married,3.0,6.0,Mail Check,Yes
9415,53,5,No,70.76,40,Salary,147280.8,83,Sales,Female,Divorced,4.0,6.0,Direct Deposit,Yes
9417,43,16,No,64.9,40,Salary,134992.0,61,Sales,Female,Divorced,4.0,15.0,Mail Check,Yes
9418,27,4,No,22.43,40,Salary,46654.4,3,Research,Male,Married,1.0,10.0,Mail Check,Yes
9422,33,1,No,27.29,40,Salary,56763.2,82,Manufacturing,Female,Divorced,2.0,15.0,Mail Check,Yes
9428,60,12,Yes,69.36,40,Salary,144268.8,60,Healthcare,Female,Married,5.0,5.0,Mail Check,Yes
9430,30,4,No,30.59,40,Salary,63627.2,27,Sales,Female,Married,3.0,18.0,Mail Check,Yes
9435,37,5,No,49.82,40,Salary,103625.6,98,Human Resources,Male,Married,2.0,11.0,Mail Check,Yes
9437,61,13,No,78.62,40,Salary,163529.6,25,Healthcare,Female,Divorced,3.0,6.0,Mail Check,Yes
9438,22,1,No,22.04,40,Salary,45843.2,88,Research,Male,Single,2.0,14.0,Mail Check,Yes
9444,53,6,No,33.8,40,Salary,70304.0,53,Manufacturing,Male,Married,8.0,23.0,Mail Check,Yes
9445,38,9,Yes,28.79,40,Salary,39083.2,96,Information Technology,Male,Single,6.0,9.0,Mail Check,Yes
9447,35,5,Yes,27.09,40,Salary,56347.2,84,Research,Male,Married,1.0,15.0,Mail Check,Yes
9449,61,19,No,50.5,40,Salary,105040.0,14,Marketing,Male,Married,2.0,21.0,Mail Check,Yes
9453,27,4,Yes,17.98,40,Salary,37398.4,21,Sales,Male,Divorced,2.0,5.0,Mail Check,Yes
9457,53,5,No,74.28,40,Salary,154502.4,76,Marketing,Female,Divorced,1.0,5.0,Mail Check,Yes
9459,25,3,Yes,22.62,40,Salary,47049.6,9,Healthcare,Female,Married,3.0,9.0,Direct Deposit,Yes
9460,50,17,No,97.75,40,Salary,203320.0,10,Information Technology,Male,Divorced,9.0,16.0,Direct Deposit,Yes
9469,28,2,No,23.02,40,Salary,47881.6,54,Research,Female,Single,3.0,14.0,Mail Check,Yes
9471,48,14,Yes,71.8,40,Salary,149344.0,71,Research,Female,Married,6.0,13.0,Mail Check,Yes
9472,57,15,No,86.53,40,Salary,179982.4,41,Research,Female,Married,2.0,5.0,Mail Check,Yes
9473,39,6,No,73.44,40,Salary,152755.2,2,Manufacturing,Female,Married,8.0,17.0,Mail Check,Yes
9474,33,1,No,28.95,40,Salary,60216.0,35,Research,Male,Married,5.0,20.0,Direct Deposit,Yes
9477,60,10,No,71.61,40,Salary,148948.8,92,Human Resources,Female,Divorced,7.0,22.0,Mail Check,Yes
9478,30,2,Yes,29.22,40,Salary,60777.6,51,Healthcare,Female,Divorced,3.0,22.0,Mail Check,Yes
9480,45,17,No,45.95,40,Salary,95576.0,94,Human Resources,Female,Divorced,4.0,10.0,Mail Check,Yes
9481,57,19,No,58.02,40,Salary,120681.6,80,Laboratory,Female,Divorced,9.0,13.0,Mail Check,Yes
9482,50,20,Yes,55.8,40,Salary,116064.0,97,Laboratory,Male,Divorced,7.0,12.0,Mail Check,Yes
9483,32,3,Yes,28.42,40,Salary,59113.6,37,Healthcare,Female,Married,3.0,18.0,Mail Check,Yes
9485,49,20,No,58.86,40,Salary,122428.8,2,Marketing,Female,Married,9.0,7.0,Mail Check,Yes
9486,61,11,Yes,50.67,40,Salary,105393.6,58,Sales,Female,Divorced,4.0,18.0,Mail Check,Yes
9487,33,1,No,27.92,40,Salary,58073.6,12,Healthcare,Female,Divorced,4.0,6.0,Mail Check,Yes
9489,40,2,Yes,34.05,40,Salary,70824.0,2,Marketing,Male,Single,5.0,7.0,Mail Check,Yes
9492,38,7,No,70.03,40,Salary,145662.4,77,Sales,Male,Divorced,6.0,8.0,Mail Check,Yes
9494,42,6,No,48.51,40,Salary,100900.8,77,Research,Male,Married,3.0,25.0,Mail Check,Yes
